age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,weekday,is_weekend
54,management,married,tertiary,no,313,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
55,blue-collar,married,secondary,no,89,yes,no,cellular,5,5,2,-1,0,unknown,0,0,False
44,blue-collar,married,secondary,no,129,yes,yes,cellular,5,5,1,-1,0,unknown,0,0,False
43,management,married,secondary,no,0,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
56,admin.,married,secondary,no,353,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
54,technician,married,secondary,no,851,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
55,services,divorced,primary,no,96,yes,yes,cellular,5,5,1,-1,0,unknown,0,0,False
37,services,divorced,secondary,no,398,yes,yes,telephone,5,5,1,-1,0,unknown,0,0,False
33,admin.,single,tertiary,no,193,no,no,cellular,5,5,1,-1,0,unknown,0,0,False
46,admin.,married,secondary,no,-358,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
36,blue-collar,married,secondary,no,539,yes,yes,cellular,5,5,1,-1,0,unknown,0,0,False
51,technician,single,secondary,no,0,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
40,retired,single,primary,no,0,no,no,cellular,5,5,1,-1,0,unknown,0,0,False
42,blue-collar,married,secondary,no,490,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
51,blue-collar,married,secondary,no,0,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
49,blue-collar,married,secondary,no,403,yes,no,telephone,5,5,1,-1,0,unknown,0,0,False
48,management,married,secondary,no,161,yes,no,cellular,5,5,2,-1,0,unknown,0,0,False
32,technician,divorced,tertiary,no,2558,no,no,cellular,5,5,1,-1,0,unknown,0,0,False
31,admin.,single,secondary,no,98,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
55,management,single,tertiary,no,115,no,no,cellular,5,5,3,-1,0,unknown,0,0,False
40,blue-collar,single,secondary,no,436,yes,no,cellular,5,5,2,-1,0,unknown,0,0,False
47,technician,married,tertiary,no,831,yes,no,cellular,5,5,2,-1,0,unknown,0,0,False
57,technician,married,tertiary,no,206,yes,no,cellular,5,5,2,-1,0,unknown,0,0,False
41,blue-collar,married,secondary,no,290,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
48,blue-collar,married,secondary,no,1,no,no,cellular,5,5,2,-1,0,unknown,0,0,False
42,blue-collar,married,primary,no,57,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
30,blue-collar,single,secondary,no,-457,yes,no,telephone,5,5,1,-1,0,unknown,0,0,False
58,management,single,tertiary,no,1387,yes,no,cellular,5,5,4,-1,0,unknown,0,0,False
49,blue-collar,married,secondary,no,30,yes,no,cellular,5,5,3,-1,0,unknown,0,0,False
42,admin.,single,secondary,no,1022,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
53,technician,married,secondary,no,56,yes,yes,cellular,5,5,1,-1,0,unknown,0,0,False
51,admin.,single,secondary,yes,-2,no,no,cellular,5,5,2,-1,0,unknown,0,0,False
32,services,single,secondary,no,121,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
41,blue-collar,single,secondary,no,842,yes,no,cellular,5,5,2,-1,0,unknown,0,0,False
43,management,divorced,secondary,no,693,yes,no,cellular,5,5,2,-1,0,unknown,0,0,False
40,blue-collar,divorced,secondary,no,-333,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
50,blue-collar,married,primary,no,1533,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
34,management,married,tertiary,no,46,yes,no,cellular,5,5,3,-1,0,unknown,0,0,False
53,services,married,primary,no,18,no,no,cellular,5,5,1,-1,0,unknown,0,0,False
45,technician,married,secondary,no,44,yes,no,cellular,5,5,3,-1,0,unknown,0,0,False
39,blue-collar,married,primary,no,-100,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
44,services,married,tertiary,no,510,yes,no,cellular,5,5,3,-1,0,unknown,0,0,False
55,management,married,tertiary,no,685,yes,no,cellular,5,5,2,-1,0,unknown,0,0,False
46,management,single,tertiary,no,187,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
45,blue-collar,married,secondary,no,66,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
34,admin.,married,secondary,no,560,yes,no,telephone,5,5,2,-1,0,unknown,0,0,False
36,blue-collar,married,secondary,no,0,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
59,technician,divorced,primary,no,27,no,no,cellular,5,5,2,-1,0,unknown,0,0,False
31,admin.,single,secondary,no,12,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
44,blue-collar,single,secondary,no,34,yes,no,cellular,5,5,3,-1,0,unknown,0,0,False
33,entrepreneur,single,tertiary,no,1068,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
40,blue-collar,married,secondary,no,211,yes,no,cellular,5,5,3,-1,0,unknown,0,0,False
46,admin.,single,tertiary,no,377,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
48,management,married,tertiary,no,263,yes,no,cellular,5,5,1,-1,0,unknown,0,0,False
42,services,married,secondary,no,1263,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
27,services,married,secondary,no,8,yes,no,cellular,6,5,2,-1,0,unknown,0,1,False
48,admin.,married,secondary,no,126,yes,yes,telephone,6,5,1,-1,0,unknown,0,1,False
59,admin.,married,secondary,no,230,yes,no,cellular,6,5,2,-1,0,unknown,0,1,False
46,technician,married,tertiary,no,841,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
38,admin.,divorced,secondary,no,308,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
43,management,divorced,tertiary,no,1,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
38,admin.,divorced,tertiary,no,86,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
23,student,single,secondary,no,157,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
34,services,married,secondary,no,22,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
38,admin.,married,secondary,no,46,yes,yes,cellular,6,5,0,-1,0,unknown,0,1,False
37,blue-collar,married,secondary,no,1293,no,no,cellular,6,5,0,-1,0,unknown,0,1,False
25,admin.,single,secondary,no,122,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
48,blue-collar,married,secondary,no,131,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
49,blue-collar,single,secondary,no,143,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
38,admin.,single,secondary,no,393,no,no,cellular,6,5,1,-1,0,unknown,0,1,False
43,blue-collar,married,primary,no,98,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
33,management,married,tertiary,no,0,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
55,blue-collar,married,secondary,no,224,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
38,blue-collar,married,secondary,no,757,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
49,services,married,secondary,no,245,yes,yes,cellular,6,5,0,-1,0,unknown,0,1,False
43,admin.,married,primary,no,350,no,no,cellular,6,5,0,-1,0,unknown,0,1,False
38,blue-collar,married,secondary,no,20,yes,no,telephone,6,5,0,-1,0,unknown,0,1,False
58,services,married,secondary,no,1667,yes,yes,cellular,6,5,0,-1,0,unknown,0,1,False
57,technician,married,primary,no,345,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
32,unemployed,married,secondary,no,10,yes,no,cellular,6,5,3,-1,0,unknown,0,1,False
56,management,married,tertiary,no,830,yes,yes,telephone,6,5,0,-1,0,unknown,1,1,False
58,blue-collar,divorced,secondary,no,29,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
60,retired,divorced,secondary,no,545,yes,no,telephone,6,5,0,-1,0,unknown,1,1,False
46,technician,divorced,tertiary,no,477,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
27,admin.,married,secondary,no,4,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
43,blue-collar,married,secondary,no,1205,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
32,technician,single,secondary,no,0,yes,yes,cellular,6,5,2,-1,0,unknown,0,1,False
40,admin.,single,secondary,no,263,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
38,admin.,married,secondary,no,1,no,no,cellular,6,5,0,-1,0,unknown,0,1,False
34,blue-collar,married,secondary,no,283,no,yes,cellular,6,5,0,-1,0,unknown,0,1,False
47,blue-collar,married,primary,no,206,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
42,housemaid,married,primary,no,17,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
48,technician,married,secondary,no,141,yes,yes,cellular,6,5,0,-1,0,unknown,0,1,False
29,self-employed,single,tertiary,no,16,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
50,services,married,secondary,no,206,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
52,technician,married,secondary,no,7,no,no,cellular,6,5,1,-1,0,unknown,0,1,False
50,management,married,tertiary,no,0,no,no,cellular,6,5,0,-1,0,unknown,0,1,False
58,retired,married,tertiary,no,0,no,no,cellular,6,5,0,-1,0,unknown,0,1,False
46,blue-collar,divorced,primary,no,1927,yes,no,cellular,6,5,2,-1,0,unknown,0,1,False
38,technician,married,secondary,no,284,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
46,blue-collar,married,secondary,no,1660,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
32,services,single,secondary,no,406,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
51,blue-collar,married,primary,no,230,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
39,admin.,single,secondary,no,-25,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
48,admin.,married,secondary,no,182,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
36,entrepreneur,married,tertiary,no,1169,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
34,admin.,divorced,secondary,no,67,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
40,technician,married,secondary,no,77,no,no,telephone,6,5,0,-1,0,unknown,0,1,False
43,unemployed,married,secondary,no,0,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
52,blue-collar,divorced,primary,no,55,yes,yes,cellular,6,5,0,-1,0,unknown,0,1,False
33,technician,married,secondary,yes,72,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
49,management,single,tertiary,no,163,yes,no,cellular,6,5,2,-1,0,unknown,0,1,False
32,management,single,tertiary,no,151,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
39,admin.,single,secondary,no,113,yes,no,telephone,6,5,0,-1,0,unknown,0,1,False
40,blue-collar,married,secondary,no,0,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
38,technician,single,tertiary,no,9,yes,no,cellular,6,5,2,-1,0,unknown,0,1,False
43,management,married,secondary,no,375,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
39,services,married,secondary,no,1142,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
54,blue-collar,married,primary,no,2102,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
40,blue-collar,married,secondary,no,217,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
55,admin.,married,secondary,no,131,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
42,management,married,tertiary,no,1680,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
39,blue-collar,married,secondary,no,0,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
40,blue-collar,married,primary,no,46,yes,no,telephone,6,5,0,-1,0,unknown,0,1,False
32,blue-collar,married,secondary,no,320,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
55,admin.,married,secondary,no,183,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
45,blue-collar,married,secondary,no,39,no,no,cellular,6,5,0,-1,0,unknown,0,1,False
35,management,single,tertiary,no,560,yes,no,telephone,6,5,0,-1,0,unknown,0,1,False
58,technician,divorced,secondary,no,469,no,no,cellular,6,5,0,-1,0,unknown,0,1,False
35,admin.,married,secondary,no,530,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
49,services,married,primary,no,61,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
34,technician,single,tertiary,no,242,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
36,blue-collar,married,secondary,no,139,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
24,self-employed,single,secondary,no,0,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
34,technician,married,secondary,no,367,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
51,admin.,divorced,secondary,no,228,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
50,self-employed,married,secondary,no,-84,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
32,services,single,secondary,no,310,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
42,blue-collar,married,tertiary,no,132,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
50,technician,married,secondary,no,797,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
40,services,married,secondary,no,71,no,no,cellular,6,5,0,-1,0,unknown,0,1,False
46,management,divorced,primary,no,2,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
37,management,married,tertiary,no,231,yes,yes,cellular,6,5,1,-1,0,unknown,0,1,False
34,blue-collar,married,secondary,no,270,yes,yes,cellular,6,5,0,-1,0,unknown,0,1,False
44,blue-collar,married,secondary,no,274,yes,yes,cellular,6,5,0,-1,0,unknown,0,1,False
40,admin.,single,secondary,no,-109,yes,yes,cellular,6,5,0,-1,0,unknown,0,1,False
37,technician,married,secondary,no,1,yes,no,cellular,6,5,0,-1,0,unknown,1,1,False
33,blue-collar,single,secondary,yes,-60,no,no,cellular,6,5,0,-1,0,unknown,0,1,False
35,blue-collar,married,secondary,no,89,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
58,blue-collar,divorced,secondary,no,-11,no,no,cellular,6,5,0,-1,0,unknown,0,1,False
39,blue-collar,married,primary,no,0,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
43,blue-collar,married,secondary,no,-509,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
39,unemployed,married,primary,no,408,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
36,services,single,primary,no,58,yes,no,telephone,6,5,0,-1,0,unknown,0,1,False
57,retired,single,secondary,no,1640,no,yes,cellular,6,5,3,-1,0,unknown,0,1,False
36,admin.,single,secondary,no,20,yes,no,telephone,6,5,0,-1,0,unknown,0,1,False
50,blue-collar,married,primary,no,71,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
55,blue-collar,married,secondary,no,52,yes,no,telephone,6,5,0,-1,0,unknown,0,1,False
44,self-employed,married,tertiary,no,292,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
44,services,divorced,secondary,no,424,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
39,housemaid,single,primary,no,109,yes,no,cellular,6,5,2,-1,0,unknown,0,1,False
46,blue-collar,married,secondary,no,1044,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
39,blue-collar,married,secondary,no,983,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
34,admin.,married,secondary,no,869,no,no,cellular,6,5,0,-1,0,unknown,1,1,False
40,blue-collar,married,primary,no,668,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
50,management,married,tertiary,no,964,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
31,management,single,secondary,no,301,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
37,admin.,single,secondary,no,140,yes,no,telephone,6,5,0,-1,0,unknown,0,1,False
39,management,single,secondary,no,1877,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
51,blue-collar,married,primary,no,1127,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
41,technician,married,secondary,no,871,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
41,technician,married,secondary,no,767,yes,yes,cellular,6,5,0,-1,0,unknown,0,1,False
43,blue-collar,married,secondary,no,0,no,no,cellular,6,5,0,-1,0,unknown,0,1,False
30,services,single,secondary,no,209,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
54,management,divorced,primary,no,0,no,no,telephone,6,5,0,-1,0,unknown,0,1,False
43,blue-collar,divorced,secondary,no,110,yes,yes,cellular,6,5,0,-1,0,unknown,0,1,False
59,management,divorced,tertiary,no,-76,yes,yes,cellular,6,5,0,-1,0,unknown,0,1,False
47,technician,married,tertiary,no,178,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
40,blue-collar,married,primary,no,-66,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
32,technician,married,secondary,no,0,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
29,blue-collar,married,secondary,no,1,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
36,blue-collar,married,secondary,no,0,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
30,blue-collar,divorced,secondary,no,-209,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
39,admin.,single,secondary,no,0,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
39,blue-collar,divorced,secondary,no,42,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
50,blue-collar,divorced,secondary,no,41,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
44,blue-collar,married,secondary,no,-99,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
37,technician,single,secondary,no,17,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
46,admin.,married,primary,no,276,yes,yes,cellular,6,5,1,-1,0,unknown,0,1,False
32,technician,single,secondary,no,-170,no,no,telephone,6,5,0,-1,0,unknown,0,1,False
37,management,single,tertiary,no,230,yes,yes,cellular,6,5,0,-1,0,unknown,0,1,False
29,blue-collar,married,secondary,no,9,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
41,blue-collar,married,secondary,no,946,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
45,blue-collar,married,primary,no,1297,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
57,retired,divorced,secondary,no,-331,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
48,blue-collar,single,secondary,no,44,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
60,retired,married,secondary,yes,15,no,no,cellular,6,5,0,-1,0,unknown,0,1,False
26,admin.,single,secondary,no,712,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
34,admin.,married,secondary,no,507,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
55,unemployed,divorced,secondary,no,387,yes,no,cellular,6,5,0,-1,0,unknown,1,1,False
41,blue-collar,married,primary,no,0,yes,yes,telephone,6,5,0,-1,0,unknown,0,1,False
50,management,divorced,secondary,no,1716,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
49,entrepreneur,married,secondary,no,167,yes,yes,cellular,6,5,2,-1,0,unknown,0,1,False
44,admin.,married,secondary,no,40,no,yes,cellular,6,5,1,-1,0,unknown,0,1,False
44,blue-collar,married,primary,no,148,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
31,technician,married,secondary,no,17,yes,yes,cellular,6,5,0,-1,0,unknown,0,1,False
34,blue-collar,single,tertiary,no,1011,yes,no,telephone,6,5,0,-1,0,unknown,0,1,False
46,management,single,secondary,no,1527,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
42,management,married,tertiary,no,744,no,no,telephone,6,5,0,-1,0,unknown,0,1,False
52,admin.,married,secondary,no,484,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
29,management,single,tertiary,no,0,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
53,retired,married,primary,no,136,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
43,blue-collar,married,secondary,no,1335,yes,no,telephone,6,5,1,-1,0,unknown,0,1,False
38,management,married,secondary,no,517,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
46,management,married,tertiary,no,459,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
48,management,divorced,secondary,no,549,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
30,admin.,divorced,secondary,no,83,yes,yes,cellular,6,5,0,-1,0,unknown,0,1,False
44,blue-collar,married,primary,no,213,no,no,cellular,6,5,0,-1,0,unknown,0,1,False
31,housemaid,married,primary,no,203,yes,no,cellular,6,5,2,-1,0,unknown,0,1,False
42,services,single,secondary,no,518,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
52,admin.,married,secondary,no,1236,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
45,blue-collar,divorced,secondary,no,756,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
48,blue-collar,married,secondary,no,157,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
45,blue-collar,married,primary,no,-66,yes,no,telephone,6,5,1,-1,0,unknown,0,1,False
34,blue-collar,married,secondary,no,245,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
34,blue-collar,married,primary,no,-144,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
46,blue-collar,married,secondary,no,71,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
49,services,divorced,secondary,no,505,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
50,technician,married,primary,no,249,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
34,admin.,single,secondary,no,0,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
40,unemployed,single,secondary,no,11,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
36,admin.,married,secondary,no,639,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
59,blue-collar,divorced,tertiary,no,124,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
45,blue-collar,married,secondary,no,82,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
36,self-employed,married,tertiary,no,107,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
56,services,married,secondary,no,473,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
42,services,divorced,secondary,no,372,yes,yes,cellular,6,5,1,-1,0,unknown,0,1,False
30,admin.,married,secondary,no,46,yes,no,cellular,6,5,1,-1,0,unknown,0,1,False
30,student,single,tertiary,no,34,yes,no,cellular,6,5,0,-1,0,unknown,0,1,False
